Fecha,Temporada,Equipo1,Equipo2,Goles1,Goles2
11/01/1981,1980-1981,Osasuna,Real Sociedad,0,3
11/01/1981,1980-1981,Sevilla,Zaragoza,0,0
17/01/1981,1980-1981,Real Sociedad,Las Palmas,2,0
18/01/1981,1980-1981,AD Almería,Atlético de Madrid,2,1
18/01/1981,1980-1981,Barcelona,Sporting de Gijón,3,1
18/01/1981,1980-1981,Betis,Osasuna,1,1
18/01/1981,1980-1981,Hércules,Valencia,1,1
18/01/1981,1980-1981,Real Madrid,Sevilla,3,2
18/01/1981,1980-1981,Salamanca,Español,3,2
18/01/1981,1980-1981,Valladolid,Athletic Club,0,0
18/01/1981,1980-1981,Zaragoza,Murcia,1,6
24/01/1981,1980-1981,Las Palmas,Betis,2,4
25/01/1981,1980-1981,Athletic Club,AD Almería,5,1
25/01/1981,1980-1981,Atlético de Madrid,Real Sociedad,2,0
25/01/1981,1980-1981,Español,Zaragoza,1,1
25/01/1981,1980-1981,Sporting de Gijón,Salamanca,4,0
25/01/1981,1980-1981,Murcia,Real Madrid,1,1
25/01/1981,1980-1981,Osasuna,Hércules,1,2
25/01/1981,1980-1981,Sevilla,Valladolid,1,0
25/01/1981,1980-1981,Valencia,Barcelona,3,3
1/02/1981,1980-1981,AD Almería,Sevilla,0,0
1/02/1981,1980-1981,Athletic Club,Atlético de Madrid,3,1
1/02/1981,1980-1981,Barcelona,Osasuna,6,0
1/02/1981,1980-1981,Betis,Real Sociedad,1,0
1/02/1981,1980-1981,Hércules,Las Palmas,2,3
1/02/1981,1980-1981,Real Madrid,Español,1,2
1/02/1981,1980-1981,Salamanca,Valencia,0,1
1/02/1981,1980-1981,Valladolid,Murcia,1,0
1/02/1981,1980-1981,Zaragoza,Sporting de Gijón,0,0
7/02/1981,1980-1981,Las Palmas,Barcelona,1,4
8/02/1981,1980-1981,Atlético de Madrid,Betis,0,4
8/02/1981,1980-1981,Español,Valladolid,0,0
8/02/1981,1980-1981,Sporting de Gijón,Real Madrid,4,0
8/02/1981,1980-1981,Murcia,AD Almería,2,1
8/02/1981,1980-1981,Osasuna,Salamanca,1,1
8/02/1981,1980-1981,Real Sociedad,Hércules,1,1
8/02/1981,1980-1981,Sevilla,Athletic Club,2,0
8/02/1981,1980-1981,Valencia,Zaragoza,3,0
15/02/1981,1980-1981,AD Almería,Español,2,0
15/02/1981,1980-1981,Athletic Club,Murcia,3,0
15/02/1981,1980-1981,Barcelona,Real Sociedad,2,0
15/02/1981,1980-1981,Hércules,Betis,0,1
15/02/1981,1980-1981,Real Madrid,Valencia,2,1
15/02/1981,1980-1981,Salamanca,Las Palmas,0,2
15/02/1981,1980-1981,Sevilla,Atlético de Madrid,1,1
15/02/1981,1980-1981,Valladolid,Sporting de Gijón,1,2
15/02/1981,1980-1981,Zaragoza,Osasuna,3,1
21/02/1981,1980-1981,Las Palmas,Zaragoza,3,0
22/02/1981,1980-1981,Atlético de Madrid,Hércules,1,0
22/02/1981,1980-1981,Betis,Barcelona,1,1
22/02/1981,1980-1981,Español,Athletic Club,1,0
22/02/1981,1980-1981,Sporting de Gijón,AD Almería,5,2
22/02/1981,1980-1981,Murcia,Sevilla,0,0
22/02/1981,1980-1981,Osasuna,Real Madrid,1,2
22/02/1981,1980-1981,Real Sociedad,Salamanca,1,0
22/02/1981,1980-1981,Valencia,Valladolid,2,2
28/02/1981,1980-1981,Real Madrid,Las Palmas,3,0
1/03/1981,1980-1981,AD Almería,Valencia,1,0
1/03/1981,1980-1981,Athletic Club,Sporting de Gijón,1,1
1/03/1981,1980-1981,Barcelona,Hércules,6,0
1/03/1981,1980-1981,Murcia,Atlético de Madrid,0,2
1/03/1981,1980-1981,Salamanca,Betis,2,0
1/03/1981,1980-1981,Sevilla,Español,2,0
1/03/1981,1980-1981,Valladolid,Osasuna,2,1
1/03/1981,1980-1981,Zaragoza,Real Sociedad,0,1
8/03/1981,1980-1981,Atlético de Madrid,Barcelona,1,0
8/03/1981,1980-1981,Betis,Zaragoza,2,0
8/03/1981,1980-1981,Español,Murcia,2,1
8/03/1981,1980-1981,Sporting de Gijón,Sevilla,3,0
8/03/1981,1980-1981,Hércules,Salamanca,3,2
8/03/1981,1980-1981,Las Palmas,Valladolid,0,2
8/03/1981,1980-1981,Osasuna,AD Almería,2,1
8/03/1981,1980-1981,Real Sociedad,Real Madrid,3,1
8/03/1981,1980-1981,Valencia,Athletic Club,0,0
15/03/1981,1980-1981,AD Almería,Las Palmas,0,1
15/03/1981,1980-1981,Athletic Club,Osasuna,1,1
15/03/1981,1980-1981,Español,Atlético de Madrid,2,0
15/03/1981,1980-1981,Murcia,Sporting de Gijón,2,1
15/03/1981,1980-1981,Real Madrid,Betis,4,2
15/03/1981,1980-1981,Salamanca,Barcelona,2,1
15/03/1981,1980-1981,Sevilla,Valencia,1,0
15/03/1981,1980-1981,Valladolid,Real Sociedad,0,0
15/03/1981,1980-1981,Zaragoza,Hércules,1,1
21/03/1981,1980-1981,Las Palmas,Athletic Club,1,3
22/03/1981,1980-1981,Atlético de Madrid,Salamanca,1,1
22/03/1981,1980-1981,Barcelona,Zaragoza,0,0
22/03/1981,1980-1981,Betis,Valladolid,2,2
22/03/1981,1980-1981,Sporting de Gijón,Español,0,1
22/03/1981,1980-1981,Hércules,Real Madrid,1,2
22/03/1981,1980-1981,Osasuna,Sevilla,2,1
22/03/1981,1980-1981,Real Sociedad,AD Almería,3,1
22/03/1981,1980-1981,Valencia,Murcia,3,2
29/03/1981,1980-1981,AD Almería,Betis,0,2
29/03/1981,1980-1981,Athletic Club,Real Sociedad,0,2
29/03/1981,1980-1981,Español,Valencia,1,2
29/03/1981,1980-1981,Sporting de Gijón,Atlético de Madrid,3,0
29/03/1981,1980-1981,Murcia,Osasuna,1,0
29/03/1981,1980-1981,Real Madrid,Barcelona,3,0
29/03/1981,1980-1981,Sevilla,Las Palmas,3,2
29/03/1981,1980-1981,Valladolid,Hércules,2,1
29/03/1981,1980-1981,Zaragoza,Salamanca,2,0
4/04/1981,1980-1981,Las Palmas,Murcia,1,2
4/04/1981,1980-1981,Salamanca,Real Madrid,1,3
5/04/1981,1980-1981,Atlético de Madrid,Zaragoza,1,2
5/04/1981,1980-1981,Barcelona,Valladolid,2,1
5/04/1981,1980-1981,Betis,Athletic Club,2,0
5/04/1981,1980-1981,Hércules,AD Almería,1,0
5/04/1981,1980-1981,Osasuna,Español,1,0
5/04/1981,1980-1981,Real Sociedad,Sevilla,3,0
5/04/1981,1980-1981,Valencia,Sporting de Gijón,3,1
12/04/1981,1980-1981,AD Almería,Barcelona,2,5
12/04/1981,1980-1981,Athletic Club,Hércules,5,3
12/04/1981,1980-1981,Español,Las Palmas,3,1
12/04/1981,1980-1981,Sporting de Gijón,Osasuna,5,1
12/04/1981,1980-1981,Murcia,Real Sociedad,0,2
12/04/1981,1980-1981,Real Madrid,Zaragoza,2,0
12/04/1981,1980-1981,Sevilla,Betis,2,1
12/04/1981,1980-1981,Valencia,Atlético de Madrid,1,1
12/04/1981,1980-1981,Valladolid,Salamanca,3,0
19/04/1981,1980-1981,Barcelona,Athletic Club,0,1
19/04/1981,1980-1981,Betis,Murcia,1,0
19/04/1981,1980-1981,Hércules,Sevilla,5,1
19/04/1981,1980-1981,Las Palmas,Sporting de Gijón,3,1
19/04/1981,1980-1981,Osasuna,Valencia,2,0
19/04/1981,1980-1981,Real Sociedad,Español,2,1
19/04/1981,1980-1981,Real Madrid,Atlético de Madrid,2,0
19/04/1981,1980-1981,Salamanca,AD Almería,2,1
19/04/1981,1980-1981,Zaragoza,Valladolid,1,1
19/09/1981,1981-1982,Atlético de Madrid,Athletic Club,2,0
20/09/1981,1981-1982,Barcelona,Cádiz,4,0
20/09/1981,1981-1982,Castellón,Las Palmas,1,1
20/09/1981,1981-1982,Hércules,Español,2,0
20/09/1981,1981-1982,Racing de Santander,Betis,2,1
20/09/1981,1981-1982,Real Sociedad,Real Madrid,3,1
20/09/1981,1981-1982,Sevilla,Osasuna,2,3
20/09/1981,1981-1982,Valladolid,Sporting de Gijón,2,1
20/09/1981,1981-1982,Zaragoza,Valencia,2,0
26/09/1981,1981-1982,Athletic Club,Sevilla,2,0
26/09/1981,1981-1982,Las Palmas,Barcelona,2,1
26/09/1981,1981-1982,Real Madrid,Atlético de Madrid,2,1
26/09/1981,1981-1982,Valencia,Valladolid,3,0
27/09/1981,1981-1982,Betis,Real Sociedad,0,1
27/09/1981,1981-1982,Cádiz,Racing de Santander,1,0
27/09/1981,1981-1982,Español,Zaragoza,0,1
27/09/1981,1981-1982,Sporting de Gijón,Castellón,1,0
27/09/1981,1981-1982,Osasuna,Hércules,3,1
3/10/1981,1981-1982,Barcelona,Sporting de Gijón,1,0
4/10/1981,1981-1982,Atlético de Madrid,Betis,1,0
4/10/1981,1981-1982,Hércules,Athletic Club,3,1
4/10/1981,1981-1982,Racing de Santander,Las Palmas,3,1
4/10/1981,1981-1982,Real Sociedad,Cádiz,3,0
4/10/1981,1981-1982,Sevilla,Real Madrid,0,0
4/10/1981,1981-1982,Valencia,Español,1,1
4/10/1981,1981-1982,Valladolid,Castellón,2,0
4/10/1981,1981-1982,Zaragoza,Osasuna,1,1
7/10/1981,1981-1982,Betis,Sevilla,2,0
7/10/1981,1981-1982,Cádiz,Atlético de Madrid,1,0
7/10/1981,1981-1982,Castellón,Barcelona,1,6
7/10/1981,1981-1982,Español,Valladolid,3,1
7/10/1981,1981-1982,Sporting de Gijón,Racing de Santander,2,0
7/10/1981,1981-1982,Las Palmas,Real Sociedad,0,0
7/10/1981,1981-1982,Osasuna,Valencia,2,1
7/10/1981,1981-1982,Real Madrid,Hércules,2,1
7/10/1981,1981-1982,Zaragoza,Athletic Club,1,0
10/10/1981,1981-1982,Hércules,Betis,3,1
11/10/1981,1981-1982,Atlético de Madrid,Las Palmas,3,1
11/10/1981,1981-1982,Español,Osasuna,0,1
11/10/1981,1981-1982,Racing de Santander,Castellón,4,1
11/10/1981,1981-1982,Real Sociedad,Sporting de Gijón,3,0
11/10/1981,1981-1982,Sevilla,Cádiz,3,1
11/10/1981,1981-1982,Valencia,Athletic Club,4,0
11/10/1981,1981-1982,Valladolid,Barcelona,2,3
11/10/1981,1981-1982,Zaragoza,Real Madrid,2,2
17/10/1981,1981-1982,Barcelona,Racing de Santander,5,1
17/10/1981,1981-1982,Las Palmas,Sevilla,3,1
17/10/1981,1981-1982,Real Madrid,Valencia,3,0
18/10/1981,1981-1982,Athletic Club,Español,3,1
18/10/1981,1981-1982,Betis,Zaragoza,2,0
18/10/1981,1981-1982,Cádiz,Hércules,3,2
18/10/1981,1981-1982,Castellón,Real Sociedad,1,3
18/10/1981,1981-1982,Sporting de Gijón,Atlético de Madrid,3,2
18/10/1981,1981-1982,Osasuna,Valladolid,1,1
24/10/1981,1981-1982,Real Sociedad,Barcelona,1,1
25/10/1981,1981-1982,Atlético de Madrid,Castellón,3,0
25/10/1981,1981-1982,Español,Real Madrid,1,0
25/10/1981,1981-1982,Hércules,Las Palmas,3,0
25/10/1981,1981-1982,Osasuna,Athletic Club,0,2
25/10/1981,1981-1982,Sevilla,Sporting de Gijón,0,0
25/10/1981,1981-1982,Valencia,Betis,2,1
25/10/1981,1981-1982,Valladolid,Racing de Santander,0,0
25/10/1981,1981-1982,Zaragoza,Cádiz,2,1
31/10/1981,1981-1982,Barcelona,Atlético de Madrid,2,0
31/10/1981,1981-1982,Las Palmas,Zaragoza,2,4
31/10/1981,1981-1982,Real Madrid,Osasuna,1,0
1/11/1981,1981-1982,Athletic Club,Valladolid,4,0
1/11/1981,1981-1982,Betis,Español,2,0
1/11/1981,1981-1982,Cádiz,Valencia,0,0
1/11/1981,1981-1982,Castellón,Sevilla,0,3
1/11/1981,1981-1982,Sporting de Gijón,Hércules,1,1
1/11/1981,1981-1982,Racing de Santander,Real Sociedad,2,3
7/11/1981,1981-1982,Athletic Club,Real Madrid,1,2
8/11/1981,1981-1982,Atlético de Madrid,Racing de Santander,0,0
8/11/1981,1981-1982,Español,Cádiz,1,0
8/11/1981,1981-1982,Hércules,Castellón,2,2
8/11/1981,1981-1982,Osasuna,Betis,0,1
8/11/1981,1981-1982,Sevilla,Barcelona,2,1
8/11/1981,1981-1982,Valencia,Las Palmas,3,2
8/11/1981,1981-1982,Valladolid,Real Sociedad,2,1
8/11/1981,1981-1982,Zaragoza,Sporting de Gijón,1,1
11/11/1981,1981-1982,Barcelona,Hércules,5,0
11/11/1981,1981-1982,Betis,Athletic Club,2,1
11/11/1981,1981-1982,Cádiz,Osasuna,1,0
11/11/1981,1981-1982,Castellón,Zaragoza,2,1
11/11/1981,1981-1982,Sporting de Gijón,Valencia,1,0
11/11/1981,1981-1982,Las Palmas,Español,2,0
11/11/1981,1981-1982,Racing de Santander,Sevilla,3,0
11/11/1981,1981-1982,Real Sociedad,Atlético de Madrid,1,0
11/11/1981,1981-1982,Real Madrid,Valladolid,3,1
14/11/1981,1981-1982,Español,Sporting de Gijón,5,1
15/11/1981,1981-1982,Athletic Club,Cádiz,3,0
15/11/1981,1981-1982,Hércules,Racing de Santander,3,4
15/11/1981,1981-1982,Osasuna,Las Palmas,1,3
15/11/1981,1981-1982,Real Madrid,Betis,4,1
15/11/1981,1981-1982,Sevilla,Real Sociedad,2,2
15/11/1981,1981-1982,Valencia,Castellón,1,0
15/11/1981,1981-1982,Valladolid,Atlético de Madrid,2,1
15/11/1981,1981-1982,Zaragoza,Barcelona,2,2
21/11/1981,1981-1982,Las Palmas,Athletic Club,2,1
22/11/1981,1981-1982,Atlético de Madrid,Sevilla,1,2
22/11/1981,1981-1982,Barcelona,Valencia,5,1
22/11/1981,1981-1982,Betis,Valladolid,4,0
22/11/1981,1981-1982,Cádiz,Real Madrid,1,0
22/11/1981,1981-1982,Castellón,Español,1,4
22/11/1981,1981-1982,Sporting de Gijón,Osasuna,2,0
22/11/1981,1981-1982,Racing de Santander,Zaragoza,0,1
22/11/1981,1981-1982,Real Sociedad,Hércules,2,1
28/11/1981,1981-1982,Zaragoza,Real Sociedad,3,2
29/11/1981,1981-1982,Athletic Club,Sporting de Gijón,2,1
29/11/1981,1981-1982,Betis,Cádiz,2,0
29/11/1981,1981-1982,Español,Barcelona,0,4
29/11/1981,1981-1982,Hércules,Atlético de Madrid,0,1
29/11/1981,1981-1982,Osasuna,Castellón,4,1
29/11/1981,1981-1982,Real Madrid,Las Palmas,2,1
29/11/1981,1981-1982,Valencia,Racing de Santander,3,0
29/11/1981,1981-1982,Valladolid,Sevilla,2,1
5/12/1981,1981-1982,Las Palmas,Betis,3,1
6/12/1981,1981-1982,Atlético de Madrid,Zaragoza,1,0
6/12/1981,1981-1982,Barcelona,Osasuna,2,0
6/12/1981,1981-1982,Cádiz,Valladolid,0,0
6/12/1981,1981-1982,Castellón,Athletic Club,1,2
6/12/1981,1981-1982,Sporting de Gijón,Real Madrid,0,1
6/12/1981,1981-1982,Racing de Santander,Español,2,1
6/12/1981,1981-1982,Real Sociedad,Valencia,4,1
6/12/1981,1981-1982,Sevilla,Hércules,0,1
12/12/1981,1981-1982,Valencia,Atlético de Madrid,1,0
13/12/1981,1981-1982,Athletic Club,Barcelona,1,1
13/12/1981,1981-1982,Betis,Sporting de Gijón,2,0
13/12/1981,1981-1982,Cádiz,Las Palmas,0,2
13/12/1981,1981-1982,Español,Real Sociedad,2,1
13/12/1981,1981-1982,Osasuna,Racing de Santander,2,1
13/12/1981,1981-1982,Real Madrid,Castellón,4,0
13/12/1981,1981-1982,Valladolid,Hércules,1,0
13/12/1981,1981-1982,Zaragoza,Sevilla,1,4
19/12/1981,1981-1982,Castellón,Betis,0,0
20/12/1981,1981-1982,Atlético de Madrid,Español,1,0
20/12/1981,1981-1982,Barcelona,Real Madrid,3,1
20/12/1981,1981-1982,Sporting de Gijón,Cádiz,2,1
20/12/1981,1981-1982,Hércules,Zaragoza,0,1
20/12/1981,1981-1982,Racing de Santander,Athletic Club,1,3
20/12/1981,1981-1982,Real Sociedad,Osasuna,1,0
20/12/1981,1981-1982,Sevilla,Valencia,2,0
20/12/1981,1981-1982,Valladolid,Las Palmas,1,0
27/12/1981,1981-1982,Athletic Club,Real Sociedad,1,1
27/12/1981,1981-1982,Betis,Barcelona,2,0
27/12/1981,1981-1982,Cádiz,Castellón,5,1
27/12/1981,1981-1982,Español,Sevilla,2,0
27/12/1981,1981-1982,Las Palmas,Sporting de Gijón,1,1
27/12/1981,1981-1982,Osasuna,Atlético de Madrid,0,1
27/12/1981,1981-1982,Real Madrid,Racing de Santander,4,0
27/12/1981,1981-1982,Valencia,Hércules,2,0
27/12/1981,1981-1982,Zaragoza,Valladolid,2,1
2/01/1982,1981-1982,Real Madrid,Real Sociedad,1,1
3/01/1982,1981-1982,Athletic Club,Atlético de Madrid,2,0
3/01/1982,1981-1982,Betis,Racing de Santander,1,1
3/01/1982,1981-1982,Cádiz,Barcelona,1,0
3/01/1982,1981-1982,Español,Hércules,0,1
3/01/1982,1981-1982,Sporting de Gijón,Valladolid,2,2
3/01/1982,1981-1982,Las Palmas,Castellón,1,3
3/01/1982,1981-1982,Osasuna,Sevilla,1,0
3/01/1982,1981-1982,Valencia,Zaragoza,2,1
9/01/1982,1981-1982,Sevilla,Athletic Club,1,0
10/01/1982,1981-1982,Atlético de Madrid,Real Madrid,2,3
10/01/1982,1981-1982,Barcelona,Las Palmas,4,0
10/01/1982,1981-1982,Castellón,Sporting de Gijón,0,2
10/01/1982,1981-1982,Hércules,Osasuna,1,2
10/01/1982,1981-1982,Racing de Santander,Cádiz,2,1
10/01/1982,1981-1982,Real Sociedad,Betis,1,0
10/01/1982,1981-1982,Valladolid,Valencia,1,1
10/01/1982,1981-1982,Zaragoza,Español,2,2
16/01/1982,1981-1982,Sporting de Gijón,Barcelona,0,0
17/01/1982,1981-1982,Athletic Club,Hércules,3,1
17/01/1982,1981-1982,Betis,Atlético de Madrid,3,1
17/01/1982,1981-1982,Cádiz,Real Sociedad,2,1
17/01/1982,1981-1982,Castellón,Valladolid,1,1
17/01/1982,1981-1982,Español,Valencia,3,2
17/01/1982,1981-1982,Las Palmas,Racing de Santander,1,1
17/01/1982,1981-1982,Osasuna,Zaragoza,1,0
17/01/1982,1981-1982,Real Madrid,Sevilla,2,1
24/01/1982,1981-1982,Athletic Club,Zaragoza,4,1
24/01/1982,1981-1982,Atlético de Madrid,Cádiz,1,0
24/01/1982,1981-1982,Barcelona,Castellón,4,3
24/01/1982,1981-1982,Hércules,Real Madrid,0,1
24/01/1982,1981-1982,Racing de Santander,Sporting de Gijón,1,0
24/01/1982,1981-1982,Real Sociedad,Las Palmas,2,0
24/01/1982,1981-1982,Sevilla,Betis,1,1
24/01/1982,1981-1982,Valencia,Osasuna,4,1
24/01/1982,1981-1982,Valladolid,Español,2,4
30/01/1982,1981-1982,Las Palmas,Atlético de Madrid,1,2
31/01/1982,1981-1982,Athletic Club,Valencia,1,0
31/01/1982,1981-1982,Barcelona,Valladolid,3,1
31/01/1982,1981-1982,Betis,Hércules,1,2
31/01/1982,1981-1982,Cádiz,Sevilla,2,0
31/01/1982,1981-1982,Castellón,Racing de Santander,0,0
31/01/1982,1981-1982,Sporting de Gijón,Real Sociedad,2,3
31/01/1982,1981-1982,Osasuna,Español,3,0
31/01/1982,1981-1982,Real Madrid,Zaragoza,3,0
7/02/1982,1981-1982,Atlético de Madrid,Sporting de Gijón,1,1
7/02/1982,1981-1982,Español,Athletic Club,1,0
7/02/1982,1981-1982,Hércules,Cádiz,2,1
7/02/1982,1981-1982,Racing de Santander,Barcelona,0,1
7/02/1982,1981-1982,Real Sociedad,Castellón,3,1
7/02/1982,1981-1982,Sevilla,Las Palmas,0,0
7/02/1982,1981-1982,Valencia,Real Madrid,2,1
7/02/1982,1981-1982,Valladolid,Osasuna,2,0
7/02/1982,1981-1982,Zaragoza,Betis,3,3
13/02/1982,1981-1982,Athletic Club,Osasuna,5,1
13/02/1982,1981-1982,Betis,Valencia,2,3
14/02/1982,1981-1982,Barcelona,Real Sociedad,2,0
14/02/1982,1981-1982,Cádiz,Zaragoza,1,0
14/02/1982,1981-1982,Castellón,Atlético de Madrid,3,0
14/02/1982,1981-1982,Sporting de Gijón,Sevilla,0,2
14/02/1982,1981-1982,Las Palmas,Hércules,2,0
14/02/1982,1981-1982,Racing de Santander,Valladolid,3,0
14/02/1982,1981-1982,Real Madrid,Español,1,1
20/02/1982,1981-1982,Valladolid,Athletic Club,1,0
21/02/1982,1981-1982,Atlético de Madrid,Barcelona,0,1
21/02/1982,1981-1982,Español,Betis,2,4
21/02/1982,1981-1982,Hércules,Sporting de Gijón,1,0
21/02/1982,1981-1982,Osasuna,Real Madrid,3,2
21/02/1982,1981-1982,Real Sociedad,Racing de Santander,1,1
21/02/1982,1981-1982,Sevilla,Castellón,4,0
21/02/1982,1981-1982,Valencia,Cádiz,1,0
21/02/1982,1981-1982,Zaragoza,Las Palmas,1,0
27/02/1982,1981-1982,Cádiz,Español,0,0
28/02/1982,1981-1982,Barcelona,Sevilla,2,0
28/02/1982,1981-1982,Betis,Osasuna,2,0
28/02/1982,1981-1982,Castellón,Hércules,1,2
28/02/1982,1981-1982,Sporting de Gijón,Zaragoza,1,2
28/02/1982,1981-1982,Las Palmas,Valencia,3,0
28/02/1982,1981-1982,Racing de Santander,Atlético de Madrid,1,0
28/02/1982,1981-1982,Real Sociedad,Valladolid,4,0
28/02/1982,1981-1982,Real Madrid,Athletic Club,1,1
7/03/1982,1981-1982,Athletic Club,Betis,5,1
7/03/1982,1981-1982,Atlético de Madrid,Real Sociedad,2,0
7/03/1982,1981-1982,Español,Las Palmas,2,1
7/03/1982,1981-1982,Hércules,Barcelona,2,2
7/03/1982,1981-1982,Osasuna,Cádiz,6,1
7/03/1982,1981-1982,Sevilla,Racing de Santander,4,0
7/03/1982,1981-1982,Valencia,Sporting de Gijón,1,0
7/03/1982,1981-1982,Valladolid,Real Madrid,0,0
7/03/1982,1981-1982,Zaragoza,Castellón,3,2
13/03/1982,1981-1982,Barcelona,Zaragoza,2,1
13/03/1982,1981-1982,Castellón,Valencia,1,4
13/03/1982,1981-1982,Las Palmas,Osasuna,0,0
14/03/1982,1981-1982,Atlético de Madrid,Valladolid,2,0
14/03/1982,1981-1982,Betis,Real Madrid,0,0
14/03/1982,1981-1982,Cádiz,Athletic Club,3,0
14/03/1982,1981-1982,Sporting de Gijón,Español,4,1
14/03/1982,1981-1982,Racing de Santander,Hércules,2,0
14/03/1982,1981-1982,Real Sociedad,Sevilla,1,0
20/03/1982,1981-1982,Athletic Club,Las Palmas,3,1
21/03/1982,1981-1982,Español,Castellón,3,2
21/03/1982,1981-1982,Hércules,Real Sociedad,2,0
21/03/1982,1981-1982,Osasuna,Sporting de Gijón,1,1
21/03/1982,1981-1982,Real Madrid,Cádiz,2,0
21/03/1982,1981-1982,Sevilla,Atlético de Madrid,1,0
21/03/1982,1981-1982,Valencia,Barcelona,3,0
21/03/1982,1981-1982,Valladolid,Betis,3,0
21/03/1982,1981-1982,Zaragoza,Racing de Santander,1,0
27/03/1982,1981-1982,Racing de Santander,Valencia,1,1
27/03/1982,1981-1982,Real Sociedad,Zaragoza,3,0
28/03/1982,1981-1982,Atlético de Madrid,Hércules,1,0
28/03/1982,1981-1982,Barcelona,Español,1,3
28/03/1982,1981-1982,Cádiz,Betis,0,2
28/03/1982,1981-1982,Castellón,Osasuna,1,1
28/03/1982,1981-1982,Sporting de Gijón,Athletic Club,1,3
28/03/1982,1981-1982,Las Palmas,Real Madrid,1,0
28/03/1982,1981-1982,Sevilla,Valladolid,4,2
3/04/1982,1981-1982,Osasuna,Barcelona,3,2
4/04/1982,1981-1982,Athletic Club,Castellón,2,1
4/04/1982,1981-1982,Betis,Las Palmas,4,1
4/04/1982,1981-1982,Español,Racing de Santander,1,1
4/04/1982,1981-1982,Hércules,Sevilla,0,1
4/04/1982,1981-1982,Real Madrid,Sporting de Gijón,1,1
4/04/1982,1981-1982,Valencia,Real Sociedad,1,2
4/04/1982,1981-1982,Valladolid,Cádiz,2,0
4/04/1982,1981-1982,Zaragoza,Atlético de Madrid,2,2
11/04/1982,1981-1982,Atlético de Madrid,Valencia,2,1
11/04/1982,1981-1982,Barcelona,Athletic Club,2,2
11/04/1982,1981-1982,Castellón,Real Madrid,1,2
11/04/1982,1981-1982,Sporting de Gijón,Betis,1,0
11/04/1982,1981-1982,Hércules,Valladolid,0,2
11/04/1982,1981-1982,Las Palmas,Cádiz,2,0
11/04/1982,1981-1982,Racing de Santander,Osasuna,0,3
11/04/1982,1981-1982,Real Sociedad,Español,2,1
11/04/1982,1981-1982,Sevilla,Zaragoza,5,0
18/04/1982,1981-1982,Athletic Club,Racing de Santander,4,1
18/04/1982,1981-1982,Betis,Castellón,3,1
18/04/1982,1981-1982,Cádiz,Sporting de Gijón,3,1
18/04/1982,1981-1982,Español,Atlético de Madrid,2,2
18/04/1982,1981-1982,Las Palmas,Valladolid,1,1
18/04/1982,1981-1982,Osasuna,Real Sociedad,0,0
18/04/1982,1981-1982,Real Madrid,Barcelona,3,1
18/04/1982,1981-1982,Valencia,Sevilla,3,2
18/04/1982,1981-1982,Zaragoza,Hércules,2,2
4/09/1982,1982-1983,Español,Racing de Santander,1,0
4/09/1982,1982-1983,CD Málaga,Sporting de Gijón,1,1
4/09/1982,1982-1983,Real Sociedad,Las Palmas,1,1
4/09/1982,1982-1983,Valencia,Barcelona,2,1
5/09/1982,1982-1983,Atlético de Madrid,Salamanca,1,0
5/09/1982,1982-1983,Osasuna,Athletic Club,2,2
5/09/1982,1982-1983,Sevilla,Celta de Vigo,1,0
5/09/1982,1982-1983,Valladolid,Real Madrid,2,2
5/09/1982,1982-1983,Zaragoza,Betis,2,0
11/09/1982,1982-1983,Athletic Club,Valencia,2,1
11/09/1982,1982-1983,Barcelona,Valladolid,3,0
11/09/1982,1982-1983,Betis,Atlético de Madrid,1,3
11/09/1982,1982-1983,Sporting de Gijón,Real Sociedad,0,0
11/09/1982,1982-1983,Las Palmas,Osasuna,2,1
11/09/1982,1982-1983,Real Madrid,Sevilla,1,0
12/09/1982,1982-1983,Celta de Vigo,Zaragoza,0,2
12/09/1982,1982-1983,Racing de Santander,CD Málaga,0,0
12/09/1982,1982-1983,Salamanca,Español,1,0
18/09/1982,1982-1983,Zaragoza,Real Madrid,0,1
19/09/1982,1982-1983,Atlético de Madrid,Celta de Vigo,5,2
19/09/1982,1982-1983,Español,Betis,0,2
19/09/1982,1982-1983,Sporting de Gijón,Racing de Santander,2,1
19/09/1982,1982-1983,CD Málaga,Salamanca,2,3
19/09/1982,1982-1983,Real Sociedad,Osasuna,2,0
19/09/1982,1982-1983,Sevilla,Barcelona,0,0
19/09/1982,1982-1983,Valencia,Las Palmas,0,0
19/09/1982,1982-1983,Valladolid,Athletic Club,0,2
25/09/1982,1982-1983,Athletic Club,Sevilla,2,1
25/09/1982,1982-1983,Barcelona,Zaragoza,1,1
25/09/1982,1982-1983,Betis,CD Málaga,1,1
25/09/1982,1982-1983,Celta de Vigo,Español,2,2
25/09/1982,1982-1983,Las Palmas,Valladolid,2,2
26/09/1982,1982-1983,Osasuna,Valencia,2,1
26/09/1982,1982-1983,Racing de Santander,Real Sociedad,1,1
26/09/1982,1982-1983,Real Madrid,Atlético de Madrid,3,1
26/09/1982,1982-1983,Salamanca,Sporting de Gijón,0,2
2/10/1982,1982-1983,Atlético de Madrid,Barcelona,1,1
3/10/1982,1982-1983,Español,Real Madrid,1,1
